full.name,ip.address,region,in.store,age,items,amount
Stanford Cremin,,2,0,75,3,272.82
Ivey Runolfsson,3.65.132.75,4,1,28,1,1163.5
Kevin O'Kon,,4,0,37,3,275.31
Courtney Rau,146.103.2.8,4,1,29,2,88.435
Maryln Reichert,,4,0,40,8,282.62
Jarred Herzog,,4,0,20,5,1775.0
Cortez Legros,121.13.32.80,3,1,66,2,837.62
Elouise Walsh,,4,0,34,2,2352.0
Kerrie Schoen,83.197.236.73,3,1,28,1,248.07
Elmo Watsica,236.167.29.100,3,1,29,3,322.32
Louanne Kuphal,218.37.32.85,1,1,39,7,958.12
Aletha Schamberger,40.147.69.179,3,1,64,1,242.08
Catherin Schinner,213.75.15.8,4,1,36,3,1845.5
Leonard Feest,165.91.88.181,3,1,67,1,266.66
Alena Hauck,111.86.54.20,3,1,67,6,818.29
Willy Kihn,,2,0,41,3,154.25
Billye Armstrong,125.102.85.74,4,1,53,3,1175.8
China Yundt,75.27.32.188,3,1,72,5,611.18
Ofelia Klein,,2,0,76,3,43.386
Samual Strosin,89.11.183.135,1,1,28,5,413.27
Rudy Halvorson,166.48.230.208,1,1,45,7,124.59
Edwin Armstrong,114.229.133.238,4,1,28,3,780.65
Keira Gutkowski,,4,0,30,6,791.93
Leah Borer,9.24.13.118,1,1,48,7,651.07
Athena Quitzon,,2,0,34,7,166.87
Claud Durgan,,3,0,51,4,2457.1
Terrell Bauch,,4,0,20,5,1287.3
Kimberley Lemke,,2,0,60,2,333.42
Kathaleen Heidenreich,,4,0,31,2,1898.0
Alyson Bahringer,82.123.176.199,1,1,69,5,753.17
Alysia Denesik,31.137.100.116,1,1,50,6,962.4
Nolan Cruickshank,24.43.14.73,4,1,32,7,1229.2
Christie Leffler,,2,0,39,7,86.553
Ike Davis,227.170.150.63,3,1,37,5,854.31
Stacy Howe,,3,0,26,4,640.46
Rene Rohan,148.144.156.202,3,1,41,5,62.252
Yuki Jewess,202.254.18.133,4,1,32,3,773.77
Matthew Lang,107.170.54.99,3,1,39,3,570.54
Hilton Grant,,2,0,41,2,199.11
Nada Turner,,2,0,61,3,51.588
Ronny Weissnat,3.198.237.231,3,1,66,2,237.43
Rubin Brekke,,4,0,19,6,868.78
Lucius Mills,245.165.96.249,3,1,70,6,649.93
Laci Schultz,,4,0,58,3,2741.2
Vanna Fisher,,4,0,41,7,1636.6
Claude Langosh,,3,0,33,2,1071.5
Christa Swaniawski,,2,0,47,5,150.19
Dewitt Carroll,,3,0,31,6,1606.2
Sammy Howe,182.15.158.102,1,1,30,8,1776.7
Tyron Glover,18.18.211.75,1,1,46,4,1279.8
Yolonda VonRueden,251.54.230.234,1,1,35,2,719.65
Elli Bradtke,,2,0,52,2,116.47
Brigid Corkery,192.102.5.41,3,1,25,2,367.92
Pamula Ward,117.120.143.37,3,1,70,2,606.44
Cecil Koss,144.116.228.120,1,1,32,8,1677.5
Chester Maggio,222.172.223.136,4,1,55,1,102.99
Juliette Heaney,184.66.203.12,3,1,24,8,820.17
Lowell Blanda,137.212.119.244,3,1,69,2,390.46
Ben Breitenberg,,4,0,51,2,1739.5
Phil Vandervort,62.180.141.130,1,1,27,7,1686.3
Laurel Paucek,,2,0,62,3,178.08
Augusta Harber,,2,0,53,8,195.27
Scott Lesch,,3,0,25,3,870.74
Alfredo Gleichner,,2,0,85,7,79.035
Derick Turner,28.104.160.175,1,1,30,2,1133.1
Dewitt Leannon,,2,0,63,7,329.15
Eilene Will,35.54.186.160,1,1,43,7,270.4
Ina Hodkiewicz,,2,0,73,6,348.53
Cedric Jaskolski,103.246.51.246,4,1,46,7,1322.9
Marline Nolan,,2,0,81,4,356.3
Gabriel Friesen,235.227.34.166,1,1,68,2,521.31
Vaughn Botsford,,4,0,37,8,387.12
Ivan Gaylord,,2,0,34,3,82.251
Louise Dicki,,2,0,77,7,65.827
Emil Rohan,,4,0,47,7,1643.2
Krysten Rohan,140.109.61.191,1,1,28,5,897.5
Ralph Douglas,,2,0,38,5,493.77
Evette Mohr,,3,0,50,5,720.46
Bertram Smith,35.161.68.42,3,1,33,6,684.15
Madelyn Lesch,,3,0,23,4,757.02
Paola Schinner,,3,0,34,7,991.07
Yong Roberts,,4,0,56,2,1463.5
Zona Fay,103.15.251.12,3,1,44,6,225.32
Minh O'Hara,253.48.33.83,3,1,44,4,398.39
Raymundo Schmidt,214.66.185.211,1,1,30,4,71.492
Olen Reichel,,2,0,61,5,11.106
Edmund Kessler,243.149.224.204,1,1,58,5,353.82
Andrea Ritchie,111.58.57.111,1,1,50,8,1018.4
Ulysses Bartoletti,,4,0,58,3,2029.9
Gino Gusikowski,83.215.190.181,1,1,63,8,379.16
Dee Blick,209.220.153.17,3,1,73,5,341.44
Shirleen Emmerich,81.121.173.12,3,1,58,4,281.84
Penni Ward,70.66.89.254,4,1,22,5,1404.1
Kamala Schowalter,200.201.105.185,4,1,44,5,1338.7
Elvia Zulauf,248.80.132.62,3,1,61,5,237.02
Marci Lubowitz,,2,0,49,6,74.348
Karrie Runolfsson,194.172.29.250,4,1,36,7,533.95
Mozella Hermann,,2,0,52,7,171.33
Denver Larson,191.192.163.173,3,1,49,5,326.04
Elfreda Jacobi,146.138.47.240,4,1,20,6,227.3
Marcos Lang,,2,0,60,6,358.36
Zachery Langworth,,2,0,79,4,112.81
Helaine Champlin,,2,0,72,6,67.674
Travis Lowe,140.85.192.167,1,1,65,5,136.23
Leroy Gulgowski,,3,0,29,2,1987.4
Maisie Beahan,188.141.236.65,3,1,45,4,894.81
Korey Willms,,2,0,31,6,345.53
Javier Beatty,117.159.18.95,4,1,28,7,1130.2
Gus Emmerich,166.184.71.92,1,1,26,8,503.45
Armanda Lind,112.193.117.254,4,1,28,2,116.67
Marco Hansen,,3,0,42,8,2473.6
Corine Trantow,164.77.8.3,3,1,70,6,703.07
Vikki Monahan,,3,0,46,7,1400.4
Richie Erdman,,2,0,60,5,114.23
Gerardo Murphy,,4,0,26,3,2162.0
Kristopher Ankunding,16.44.156.167,4,1,20,3,1376.3
Oma Leffler,25.113.190.194,3,1,59,2,240.68
Antonio Nitzsche,59.179.218.39,4,1,33,1,1858.4
Alexis DuBuque,,2,0,76,1,239.74
Tanja Champlin,3.149.122.10,4,1,32,5,1307.1
Jeffie Hammes,,2,0,80,2,398.06
Lennie Ferry,140.5.75.99,4,1,21,2,1535.6
Owen Kautzer,218.184.46.185,1,1,30,3,1424.7
Rogelio Hane,231.236.188.28,4,1,36,5,418.86
Clifton Nader,217.32.208.165,1,1,52,2,537.81
Geoffrey Luettgen,,3,0,24,2,2278.4
Dane Parisian,,4,0,34,6,2824.2
Rod Witting,,3,0,42,2,672.91
Jake Bahringer,,4,0,63,5,251.78
Salvador Harber,62.112.199.68,4,1,31,7,847.8
Margarito Pollich,,2,0,83,4,331.59
Ahmad Simonis,150.145.77.185,1,1,38,8,713.42
Louvenia Pollich,37.206.157.182,4,1,47,3,449.66
Tory Wisozk,151.77.10.218,1,1,28,4,453.98
Luis Aimonetti,,2,0,76,2,373.22
Lin Stanton,,2,0,83,3,473.49
Esteban Hessel,133.101.25.20,4,1,54,2,872.52
Normand Toy,35.71.22.150,3,1,65,6,270.36
Modesto Hintz,,4,0,41,3,1735.8
Chanda Auer,159.184.130.250,4,1,39,6,959.57
Ela Wunsch,,2,0,36,2,325.22
Vilma Lynch,,2,0,46,8,482.47
Signe Stiedemann,61.129.161.202,1,1,56,3,105.22
Maynard Homenick,84.118.59.208,3,1,67,5,205.45
Reed Jast,228.173.182.155,3,1,36,4,275.9
Donella Johns,41.113.42.201,3,1,60,5,955.45
Grant Barrows,229.210.12.52,1,1,30,2,186.77
Ying Gulgowski,,2,0,45,7,207.35
Danial Dach,97.95.39.28,3,1,34,2,870.86
Jerrie Reinger,153.165.233.55,1,1,34,2,1995.9
Krissy Cole,183.37.70.219,4,1,25,7,704.62
Caryl Green,232.249.25.131,4,1,38,2,1466.6
Betsy Cummerata,100.116.247.13,1,1,46,3,1234.9
Sal Schowalter,,2,0,58,2,475.27
Sal Bruen,,4,0,46,6,2149.6
Marry Labadie,,2,0,34,6,401.64
Darrel Will,187.187.17.198,1,1,37,6,180.36
Jamar Kub,43.218.54.81,3,1,48,6,399.97
Magan Bergnaum,,2,0,56,1,358.13
Shirlee Kilback,225.206.74.183,4,1,31,5,999.49
Janise Stehr,239.5.174.68,4,1,31,5,1919.0
Maryrose Walter,173.171.9.221,4,1,22,6,1921.6
Cornell Abbott,159.209.90.62,1,1,29,7,1989.2
Augustine Lowe,,4,0,55,4,2872.5
Chara Okuneva,,4,0,49,6,2040.7
Honey Labadie,31.152.142.50,1,1,31,4,641.81
Tod Tillman,250.210.170.234,1,1,52,4,231.28
Erlinda Kshlerin,165.180.86.245,4,1,25,6,275.64
Logan Reichert,,4,0,59,4,616.39
Shaunda Hermann,242.253.194.178,3,1,44,7,484.81
Maxwell Ondricka,113.78.132.47,4,1,52,5,252.03
Major Greenholt,,4,0,50,1,1558.3
Kelvin Carroll,8.191.150.173,1,1,52,6,785.33
Sterling Feeney,,2,0,61,2,301.23
Terresa DuBuque,143.38.237.3,3,1,52,4,229.51
Starr Schulist,,2,0,29,5,325.36
Lemuel Mraz,,2,0,49,6,211.02
Amie Beer,211.106.12.193,4,1,50,6,521.15
Zachery Emmerich,68.27.48.24,4,1,21,8,207.34
Bette Hilpert,243.121.91.105,3,1,37,6,807.49
Rochell Turner,,2,0,62,6,287.36
Jesse Thiel,,2,0,71,8,379.92
Coletta Carter,250.53.96.66,1,1,69,3,599.01
Carleen Witting,35.25.163.115,1,1,58,2,970.2
Lise Terry,,4,0,45,4,1426.7
Errol Bogan,242.157.236.140,4,1,46,1,441.43
Brad Ryan,29.57.193.129,4,1,25,2,702.41
Jeni Kutch,,4,0,51,3,2384.7
Sommer Abbott,247.173.202.238,4,1,39,4,1778.0
Isreal Klocko,100.139.233.189,1,1,66,4,935.2
Steffanie Schaden,,2,0,54,1,204.89
Warner Friesen,,2,0,43,5,337.32
Brandee Huels,75.250.156.146,3,1,68,6,134.63
Raul Beatty,10.106.4.217,4,1,27,8,1075.3
Alvin Koepp,,2,0,67,5,452.35
Alvin Littel,,2,0,83,6,477.32
Chia Glover,211.11.76.238,1,1,49,1,449.7
Genesis Gutmann,,4,0,43,2,131.31
Lauren Blanda,108.206.242.168,4,1,40,2,1015.3
Treena Roberts,100.211.30.253,3,1,43,4,822.28
Lanny Block,,4,0,62,3,1935.2
Adolph Wiza,254.18.82.161,4,1,34,4,1570.5
Cathrine Hilpert,,2,0,61,1,151.12
Amos Legros,,2,0,76,4,134.13
Fidel Greenholt,,2,0,37,7,235.64
Miles Grant,233.58.29.168,1,1,28,6,743.9
Mariana Hamill,223.117.20.88,4,1,22,8,808.17
Arla Considine,226.142.90.38,3,1,32,4,816.93
Tifany Kihn,115.43.40.167,1,1,41,5,1618.3
Theodore Strosin,,4,0,18,2,2178.9
Osvaldo Welch,,3,0,42,1,808.45
Garrett Bogisich,,4,0,22,3,833.82
Tayna Parker,,4,0,32,7,1341.1
Avery Bernhard,248.222.167.106,3,1,35,3,596.35
Corey Abbott,62.142.165.151,4,1,43,1,1588.9
Loren Konopelski,,4,0,29,7,2404.4
Ashlie Torphy,,2,0,74,4,43.199
Cynthia Kirlin,146.243.109.78,1,1,38,4,577.56
Wyatt Crooks,144.25.201.205,4,1,39,7,151.19
Annalisa Mosciski,,4,0,29,2,2458.0
Latricia Hayes,99.191.230.61,1,1,54,4,651.39
Guy Becker,177.70.9.211,4,1,47,6,180.3
Mohammad Dickens,6.209.48.242,4,1,24,4,1433.0
Morgan Dach,,2,0,79,4,59.448
Tatyana Tillman,81.16.206.202,4,1,40,6,1193.1
Elza Hudson,110.225.217.174,4,1,45,3,116.24
Michel Veum,156.127.72.162,4,1,48,5,197.66
Rana Cremin,250.188.251.41,1,1,20,5,1100.6
Luis Hane,,4,0,56,5,800.06
Belva Dickinson,213.72.206.122,1,1,40,8,953.03
Jared Boyle,,2,0,69,5,471.3
Lorinda Murray,,4,0,63,3,1809.3
Eryn Lind,84.97.228.174,4,1,53,7,1719.2
Robbi Kris,213.165.135.121,3,1,49,2,371.89
Philip Turcotte,72.170.214.247,1,1,39,1,283.91
Bobbi Bauch,,4,0,62,5,1360.4
Fernande Kuphal,,4,0,31,8,446.72
Reed Schuppe,22.100.180.29,1,1,42,7,681.96
Jill Satterfield,188.135.25.150,1,1,55,2,481.95
Yadira Bahringer,,4,0,27,7,1211.0
Dudley Adams,103.31.253.23,1,1,30,3,1302.6
Fabian Spinka,,2,0,67,2,384.44
Dana Purdy,190.81.191.4,3,1,33,2,588.69
Reuben Kovacek,147.153.39.171,3,1,50,1,142.28
Lory Block,37.244.80.167,3,1,39,4,749.19
Creola Zboncak,250.145.143.156,1,1,26,6,427.68
Angelena Walsh,,4,0,20,2,1298.5
Jarrod Jewess,,4,0,45,4,2930.6
Luke Conn,,4,0,35,7,2472.0
Gene McLaughlin,,2,0,69,6,307.37
Errol Klocko,,4,0,47,3,1819.8
Camie Watsica,36.226.150.161,1,1,63,3,684.47
Troy Fritsch,,2,0,32,2,355.35
Marlin Hand,,4,0,21,7,1450.1
Fran Fahey,163.62.67.77,4,1,54,1,63.907
Gregg Hackett,,2,0,43,7,429.12
Sook Erdman,,4,0,37,2,320.43
Tameka Pagac,70.8.233.26,1,1,61,4,199.89
Kisha Schmitt,,3,0,41,2,2773.4
Hyman Hoeger,,4,0,25,2,793.52
Billie Bechtelar,,2,0,44,2,109.44
Marguerita Frami,,3,0,57,1,2147.4
Susannah Christiansen,164.120.213.172,1,1,22,1,706.13
Creola Collins,221.178.140.33,3,1,61,7,364.62
Kortney Ruecker,,3,0,19,3,2822.2
Cinthia Schmidt,,4,0,20,5,783.66
Ernest Johnson,,2,0,73,2,417.34
Mervin Senger,148.63.147.49,3,1,49,5,959.18
Gracia Grady,,2,0,44,3,461.62
Rae Botsford,,2,0,29,3,368.28
Catarina Murphy,,2,0,78,3,95.607
Patricia Johnston,,3,0,46,3,1412.3
Shayne Schmitt,235.91.26.236,1,1,71,1,568.33
Prince Wolf,,2,0,61,4,493.37
Luanne Kling,,3,0,32,2,980.06
Tiffaney Spinka,164.10.140.72,1,1,25,6,223.74
Luisa Cartwright,,4,0,24,8,1970.2
Richard Kub,,4,0,55,2,2843.9
Rory Stokes,99.112.53.155,3,1,62,3,497.22
Edwin Quigley,5.96.131.214,1,1,47,2,857.78
Deadra Monahan,,4,0,30,6,1519.4
Karole Sauer,,4,0,40,5,1642.1
Derrick Feeney,,2,0,54,2,450.2
Gino Dibbert,28.131.5.150,1,1,47,4,141.86
Rocco Runolfsdottir,,4,0,62,6,2934.4
Daniel McLaughlin,,4,0,24,1,2388.6
Torie Larkin,234.237.36.200,3,1,69,2,645.61
Inger Streich,,3,0,27,3,1494.6
Alberto Weimann,63.130.199.69,1,1,53,3,816.5
Sau Kris,,2,0,32,4,120.79
Tiana Hudson,,2,0,38,3,496.06
Penelope Kunze,234.227.203.249,3,1,55,6,672.37
Alonso Effertz,215.97.110.111,1,1,22,1,1637.7
Vicente Murazik,148.13.58.13,4,1,25,8,209.0
Alease Auer,,2,0,77,1,225.17
Jarred Dietrich,13.18.86.148,3,1,51,4,596.11
Brett Brakus,,3,0,46,2,239.42
Delia Lakin,,3,0,35,7,1919.2
Aaron Friesen,75.91.25.21,1,1,54,2,650.0
Sydney Jacobs,111.13.8.68,4,1,26,8,1718.3
Alphonso Johns,166.130.203.104,4,1,22,2,231.52
Hyacinth Kilback,197.2.5.145,3,1,56,5,671.73
Colin Maggio,245.40.81.108,4,1,28,4,558.89
Richie Torp,215.15.150.38,1,1,63,3,377.14
Maurita Fritsch,23.35.17.105,3,1,52,1,536.94
Freddy Kunze,,2,0,70,2,143.94
Mandi Flatley,,4,0,37,2,839.53
Elwood Crona,,2,0,65,3,29.038
Florentino Schowalter,181.107.56.207,4,1,31,2,1063.3
Phylicia Johnson,,2,0,76,7,336.49
Johnathon Zboncak,54.146.53.29,3,1,58,6,85.364
Louie Mayert,,4,0,49,4,1256.3
Cecille Ankunding,,3,0,30,1,1015.8
Alisha Vandervort,85.175.23.67,1,1,39,7,719.91
Casey McGlynn,164.9.175.188,4,1,48,2,54.647
Leopoldo Nader,223.80.205.93,1,1,65,5,110.62
Nathan Luettgen,,2,0,57,2,398.09
Albertha Kirlin,176.232.176.29,3,1,48,7,305.11
Maryjane Crona,117.164.74.108,1,1,32,1,535.08
Brenda Dooley,141.22.135.161,3,1,54,3,898.88
Jasmine Bednar,,2,0,78,6,250.18
Lorena Kihn,,2,0,79,7,215.52
German Goodwin,,4,0,38,6,2199.0
Kenton Marquardt,,2,0,33,8,56.58
Joesph Bode,,2,0,33,8,481.69
Maryellen Carter,241.55.13.98,1,1,37,8,472.09
Conrad Moen,,2,0,65,7,163.2
Vito Wehner,68.53.88.138,4,1,34,2,1641.7
Jannette Schumm,,2,0,33,6,351.36
Rodolfo Hermiston,,4,0,56,5,1050.2
Antony Robel,82.231.167.191,1,1,19,7,148.3
Debera Wiegand,203.37.194.49,4,1,53,5,1163.9
Madalene Considine,57.187.128.79,3,1,28,7,423.42
Eli Swaniawski,200.175.243.134,4,1,31,2,1270.6
Jonathon Keeling,222.88.148.78,4,1,40,5,813.6
Gregorio Farrell,182.225.74.183,1,1,59,5,293.77
Serafina Ullrich,50.114.141.115,4,1,51,8,854.13
Vaughn Bashirian,,2,0,50,2,470.12
Idella Batz,,3,0,63,7,498.04
Burl Toy,166.69.192.171,4,1,31,7,1297.2
Heike Stoltenberg,171.214.109.245,4,1,53,5,840.8
Mindy Mertz,153.160.178.8,3,1,50,2,603.79
Delmer Metz,,2,0,51,4,280.73
Buford Bernhard,,4,0,34,7,1103.9
Deon Renner,11.95.162.215,4,1,48,3,840.3
Oswaldo Christiansen,,4,0,20,7,542.98
Lamont Green,224.123.255.131,1,1,37,5,1415.9
Edna Wilkinson,,2,0,66,8,402.76
Boyce Hansen,136.7.205.113,1,1,40,6,620.88
Sergio Brakus,,2,0,54,4,305.48
Verda Stracke,,2,0,31,3,329.4
Mason Mills,200.154.15.7,4,1,26,8,264.02
Horacio Sawayn,,2,0,33,8,224.45
Ramon Powlowski,,2,0,56,6,110.92
Roma Green,137.198.184.222,3,1,38,5,228.07
Reuben Terry,,2,0,76,3,394.06
Emanuel O'Hara,181.209.176.158,4,1,54,3,108.22
Diann Powlowski,,4,0,27,5,1127.6
Taylor Wolff,,3,0,36,8,1208.7
Valene Walker,223.183.17.165,3,1,66,6,112.85
Zoraida Jenkins,255.128.229.194,4,1,31,2,1039.8
Elijah Cassin,208.97.70.1,4,1,28,3,278.29
Morton Purdy,,4,0,27,4,1459.3
Dessie Kilback,61.78.78.196,1,1,40,2,65.609
Sung McGlynn,,2,0,31,1,403.59
Herminia Wuckert,160.16.230.84,1,1,52,3,1343.4
Ema Rodriguez,,3,0,25,8,455.38
Nu Bergnaum,98.2.219.58,3,1,35,5,681.76
Hollis DuBuque,111.63.219.102,3,1,39,8,874.7
Alverta Farrell,162.231.221.229,1,1,28,6,726.35
Arnita Koss,,3,0,55,7,1098.3
Ezra Bosco,,2,0,28,3,361.77
Rosanna Connelly,,4,0,59,6,146.08
Chloe Turner,,3,0,51,7,2022.7
Ashleigh Dooley,,3,0,31,2,1702.3
Reinaldo Ruecker,,2,0,77,5,104.67
Xochitl Kreiger,161.204.208.142,1,1,61,8,698.25
Taylor Stokes,26.117.6.122,3,1,45,8,413.07
Lonnie Kuhic,,2,0,59,3,440.21
Miquel Beier,,2,0,31,1,320.87
Dion Bogan,156.54.216.72,3,1,40,4,830.75
Billy Donnelly,,3,0,42,2,614.19
Natosha Kuphal,194.44.226.180,1,1,43,2,449.6
Fatimah Mosciski,9.117.126.102,3,1,30,4,229.72
Jaunita Bogan,,4,0,49,7,1686.3
Neta D'Amore,,2,0,56,7,222.01
Ruby Prohaska,53.183.253.46,4,1,47,2,391.88
Charla Bergstrom,204.144.138.169,1,1,25,3,890.32
Cletus Rogahn,,2,0,81,5,53.118
Golden Crona,,3,0,30,8,963.56
Norene Schimmel,100.42.172.251,1,1,47,2,597.34
Ben Wehner,,4,0,39,7,2574.7
Valeri Feest,130.164.202.3,3,1,39,5,907.41
Diedra Runte,110.73.131.62,3,1,50,3,414.71
Willian Wyman,,3,0,20,2,2713.6
Julio Nitzsche,109.146.6.76,1,1,53,7,689.45
Desmond Hackett,,3,0,19,8,683.53
Iesha Bahringer,24.88.59.112,4,1,42,6,1898.9
Bo Sawayn,57.154.41.222,3,1,51,6,257.27
Thad O'Kon,,2,0,42,2,458.45
Tracy Nader,,3,0,59,4,2403.9
Stacey Mitchell,,2,0,60,6,429.31
Sindy Bernier,71.6.122.65,1,1,35,8,1933.5
Coralee Koepp,,3,0,32,6,1358.2
Keith Douglas,182.97.206.63,1,1,27,2,522.56
Vito Homenick,26.224.231.138,4,1,20,4,277.63
Saundra Kerluke,252.185.168.4,4,1,47,6,1446.7
Nicolle Sipes,200.140.227.20,4,1,27,2,71.614
Marjorie Olson,,2,0,64,1,304.26
Glynis Lowe,102.38.4.79,4,1,43,8,732.92
Jesus Powlowski,246.242.31.187,1,1,34,3,967.18
Mitchell Hammes,245.114.185.20,1,1,25,4,1529.2
Maria Botsford,,4,0,39,5,1682.2
Candi Brakus,131.102.117.111,4,1,29,4,468.0
Raymundo Wiza,,4,0,57,2,2191.4
Vincenzo Dooley,42.164.171.7,4,1,55,5,125.05
Major Bosco,,2,0,77,7,243.68
Ami Becker,161.37.215.167,4,1,38,7,1026.4
Heidy O'Conner,86.80.108.69,1,1,27,7,555.48
Marguerite Kunze,,3,0,54,6,2956.2
Nona Sawayn,78.30.242.211,4,1,39,6,886.48
Brice Nader,31.112.177.24,4,1,38,4,224.28
Alex Graham,,2,0,73,4,25.255
Brian Nienow,180.82.150.148,4,1,20,8,718.14
Kenia Feil,15.122.2.2,1,1,41,3,124.96
Stephani Larson,191.251.38.79,4,1,44,5,1878.7
Mollie Mitchell,,4,0,56,2,524.41
Lacy Mueller,,2,0,83,3,204.88
Oda Gutkowski,8.216.8.154,1,1,62,5,854.2
Aurelio Dickens,63.114.179.213,3,1,71,7,125.88
Allena Wilderman,,3,0,48,2,818.58
Lilia Bode,,4,0,23,4,1980.5
Rosanna Kutch,74.241.141.229,4,1,54,4,650.38
Rodney Bogan,,4,0,24,5,244.34
Lu Gleason,,2,0,41,6,324.03
Art Blanda,136.80.251.161,4,1,24,6,328.51
Amira Fritsch,,2,0,65,5,496.3
Loura Hoppe,194.131.247.201,1,1,71,6,582.97
Karole Watsica,,4,0,57,7,2923.9
Leif Dibbert,60.1.236.52,4,1,54,8,1015.8
Brendan Hettinger,,2,0,64,3,29.679
Blythe Von,,4,0,25,7,2169.9
Sunday Schumm,211.144.66.221,1,1,51,3,404.97
Ping Waelchi,155.240.158.255,4,1,37,3,861.07
Blaine Stracke,,3,0,59,2,679.23
Charise Lang,220.126.17.4,3,1,25,4,617.47
Keneth Breitenberg,136.144.232.137,1,1,36,1,1998.3
Andrew Schaefer,206.34.49.40,1,1,21,3,885.65
Kandice Parker,83.75.62.158,4,1,20,8,534.73
Lupita Hammes,,2,0,31,8,142.22
Domingo Pfeffer,,4,0,57,4,911.26
Wilber Kirlin,,4,0,20,3,2222.7
Kimberely Gottlieb,,4,0,33,1,2282.1
Camie Waelchi,152.106.32.113,4,1,25,6,440.36
Talia Lesch,,2,0,63,3,134.09
Pauletta Lemke,120.139.117.76,4,1,23,4,824.08
Nolan Stroman,64.230.190.107,4,1,35,1,965.75
Noma Wunsch,,2,0,40,8,472.91
Jaimie McDermott,,4,0,55,7,622.11
Cristopher Bailey,211.7.170.133,1,1,37,3,374.08
Jessie Gutmann,68.167.46.44,4,1,37,1,1015.2
Carli Howe,125.69.15.188,4,1,51,1,1208.0
Pilar Bernier,206.11.142.66,1,1,27,3,1386.2
Lawanda Homenick,183.59.196.19,1,1,47,4,925.48
Miquel Bergstrom,,2,0,52,2,205.6
Benjamin Stehr,,4,0,38,2,1160.0
Arlen Paucek,143.3.160.100,4,1,25,5,695.43
Carmelo Johnson,,2,0,80,5,365.55
Myrta Beier,79.2.11.46,3,1,33,6,757.29
Shirley Morissette,66.208.27.109,3,1,26,2,226.48
Stefan Rogahn,,2,0,75,1,83.709
Mikel O'Kon,,2,0,68,5,268.94
Garret Huels,148.137.76.106,1,1,26,7,1056.3
Kerry Zboncak,133.144.213.81,3,1,38,3,545.29
Hung Jacobi,161.135.65.150,4,1,42,5,501.17
Cordell Witting,210.29.123.44,1,1,48,2,1905.0
Ruthe Greenfelder,6.186.135.161,4,1,42,2,1320.0
Saturnina King,205.30.148.78,3,1,73,2,377.59
Sheba Emard,,2,0,65,6,304.76
Rosie Satterfield,,2,0,38,2,387.68
Ben Quigley,,2,0,53,5,408.59
Russel Zemlak,148.70.78.156,1,1,71,5,240.82
Bud Bashirian,221.225.77.182,4,1,39,6,1058.2
Brock Schneider,,2,0,79,5,468.28
Lorene Harber,82.84.3.66,1,1,27,8,1521.7
Jamila King,,3,0,35,5,2331.1
Sydney Johnson,,2,0,42,3,286.17
Giovanni Satterfield,,2,0,68,6,8.8694
Violet Bashirian,66.89.250.164,4,1,46,4,1011.0
Wilma Herman,,4,0,61,3,1702.8
Dorathy Koch,,2,0,59,2,99.175
Rodger Jacobi,3.184.159.143,3,1,31,1,983.09
Rosalia Bashirian,,4,0,30,7,437.59
Giuseppina Flatley,110.255.217.249,4,1,44,4,366.74
Danica Lowe,,2,0,40,7,24.196
Alice Vandervort,53.95.94.17,1,1,40,2,944.21
Renaldo Jakubowski,,4,0,48,4,786.97
Bula Baumbach,,4,0,61,5,854.54
Noe O'Kon,,2,0,49,6,136.31
Bruce Langosh,,2,0,80,7,434.87
Hilary Franecki,95.98.254.162,1,1,53,8,219.72
Erasmo Torphy,,4,0,23,2,1943.3
Ricky Ortiz,,3,0,32,6,1842.6
Dexter Grady,,4,0,21,5,2060.6
Janeth Heidenreich,41.247.75.160,1,1,51,2,1523.8
Augustus Will,,3,0,40,4,2560.8
Aleisha Harvey,152.28.192.123,3,1,52,4,621.78
Wayne Gusikowski,,2,0,48,6,452.86
Len Lind,144.114.235.235,1,1,26,5,67.07
Sergio Denesik,41.124.46.187,4,1,49,6,884.2
Trenton Grant,162.202.126.151,3,1,67,4,836.47
Gordon Kling,5.178.132.18,3,1,42,6,781.27
Yon Farrell,,4,0,59,3,2802.5
Parker Collins,102.134.161.88,4,1,46,6,970.06
Adrian Herman,,4,0,45,4,1590.9
Santo Hessel,253.212.20.58,1,1,63,6,789.48
Palmer Hamill,,2,0,49,3,178.56
Shaun Klocko,161.164.58.244,3,1,53,3,342.29
Donya Durgan,,4,0,32,4,1045.1
Tristan Hammes,158.49.250.208,3,1,30,1,590.48
Phebe Orn,191.17.64.208,3,1,43,6,369.34
Gerardo Zulauf,,3,0,44,4,2326.5
Reinaldo Reichert,19.31.214.107,1,1,62,2,292.21
Chastity Torp,219.62.115.211,4,1,52,5,587.61
Rico Macejkovic,,4,0,48,6,534.22
Catherin Renner,,4,0,34,4,2376.7
Kylee Shanahan,78.127.89.150,1,1,42,1,1382.7
Erlene Howe,,4,0,46,3,2804.2
Junior Lockman,245.159.193.79,3,1,28,5,414.63
Arnita Tremblay,,2,0,44,6,323.08
Linette Bartoletti,203.20.77.166,4,1,45,5,554.72
Beryl Rolfson,228.145.203.19,4,1,25,4,1249.8
Del Huels,,2,0,74,3,427.9
Abdul Steuber,,4,0,56,4,2290.9
Refugio Hackett,,2,0,61,4,425.05
Gerald Quitzon,,2,0,36,3,377.27
Gene Parisian,,2,0,35,7,140.6
Coy Tromp,56.79.85.195,4,1,31,5,875.11
Octavio Lowe,,3,0,61,7,1321.2
